3,1,1091.01,486.30,31.84,110.80,1.00,-1,-1,-1
3,2,1256.93,447.56,34.15,100.51,1.00,-1,-1,-1
3,3,1056.21,484.12,34.86,108.77,1.00,-1,-1,-1
3,4,586.16,450.00,87.50,258.93,1.00,-1,-1,-1
3,5,1098.72,439.08,39.43,110.85,1.00,-1,-1,-1
3,6,1349.13,425.08,168.94,371.59,1.00,-1,-1,-1
3,7,1448.83,428.97,163.87,348.28,1.00,-1,-1,-1
3,8,933.58,435.72,42.79,114.69,1.00,-1,-1,-1
3,9,1015.03,430.07,41.17,117.23,1.00,-1,-1,-1
3,10,975.35,455.71,32.44,79.99,1.00,-1,-1,-1
3,11,546.08,460.39,37.97,101.05,1.00,-1,-1,-1
3,12,636.32,456.46,65.89,190.66,1.00,-1,-1,-1
3,13,578.51,430.98,19.57,43.02,1.00,-1,-1,-1
3,14,595.16,428.45,17.99,40.70,1.00,-1,-1,-1
3,15,418.33,460.54,30.02,87.22,1.00,-1,-1,-1
4,1,1091.06,485.90,31.78,110.62,1.00,-1,-1,-1
4,2,1257.03,447.87,33.94,99.88,1.00,-1,-1,-1
4,3,1055.14,482.59,35.19,109.88,1.00,-1,-1,-1
4,4,586.22,450.20,87.33,258.77,1.00,-1,-1,-1
4,5,1098.80,439.11,39.27,110.40,1.00,-1,-1,-1
4,6,1358.34,422.55,170.00,373.83,1.00,-1,-1,-1
4,7,1454.92,429.60,162.92,346.52,1.00,-1,-1,-1
4,8,933.58,435.43,42.82,114.92,1.00,-1,-1,-1
4,9,1015.08,430.48,41.08,116.96,1.00,-1,-1,-1
4,10,976.51,455.92,31.69,78.04,1.00,-1,-1,-1
4,11,545.64,458.88,38.74,103.51,1.00,-1,-1,-1
4,12,637.34,456.66,65.92,190.94,1.00,-1,-1,-1
4,13,578.27,431.06,19.67,43.22,1.00,-1,-1,-1
4,14,595.20,428.02,18.10,41.05,1.00,-1,-1,-1
4,15,416.44,460.54,33.44,97.27,1.00,-1,-1,-1
5,1,1091.02,485.82,31.86,110.99,1.00,-1,-1,-1
5,2,1256.99,447.76,34.02,100.10,1.00,-1,-1,-1
5,3,1056.06,483.90,34.86,108.71,1.00,-1,-1,-1
5,4,586.92,450.88,86.96,258.02,1.00,-1,-1,-1
5,5,1098.75,439.17,39.37,110.68,1.00,-1,-1,-1
5,6,1366.15,422.27,169.84,373.41,1.00,-1,-1,-1
5,7,1459.72,431.32,160.70,341.85,1.00,-1,-1,-1
5,8,932.37,434.72,43.14,115.68,1.00,-1,-1,-1
5,9,1015.07,430.57,41.10,117.00,1.00,-1,-1,-1
5,10,977.35,455.63,31.52,77.54,1.00,-1,-1,-1
5,11,546.62,460.27,38.29,102.57,1.00,-1,-1,-1
5,12,637.77,457.74,65.67,190.58,1.00,-1,-1,-1
5,13,578.82,430.81,19.50,42.79,1.00,-1,-1,-1
5,14,595.27,427.73,18.01,40.92,1.00,-1,-1,-1
5,15,416.47,461.36,32.30,93.38,1.00,-1,-1,-1
6,1,1091.02,485.88,31.85,110.97,1.00,-1,-1,-1
6,2,1257.05,447.95,33.91,99.72,1.00,-1,-1,-1
6,3,1055.60,482.23,35.25,109.97,1.00,-1,-1,-1
6,4,586.63,451.09,86.82,257.82,1.00,-1,-1,-1
6,5,1098.15,438.74,39.54,111.16,1.00,-1,-1,-1
6,6,1373.10,421.29,169.85,374.53,1.00,-1,-1,-1
6,7,1462.85,429.54,162.65,346.53,1.00,-1,-1,-1
6,8,933.07,435.31,43.07,115.28,1.00,-1,-1,-1
6,9,1014.52,431.27,41.17,117.25,1.00,-1,-1,-1
6,10,978.64,455.39,31.43,77.16,1.00,-1,-1,-1
6,11,546.32,458.06,38.91,105.07,1.00,-1,-1,-1
6,12,639.71,456.86,66.07,191.92,1.00,-1,-1,-1
6,13,578.75,430.17,19.95,43.75,1.00,-1,-1,-1
6,14,595.48,427.19,18.10,41.24,1.00,-1,-1,-1
6,15,416.19,459.45,31.95,92.26,1.00,-1,-1,-1
7,1,1090.45,485.42,31.97,111.44,1.00,-1,-1,-1
7,2,1256.98,447.75,34.04,100.13,1.00,-1,-1,-1
7,3,1055.00,481.56,35.27,110.09,1.00,-1,-1,-1
7,4,586.43,451.08,86.96,258.40,1.00,-1,-1,-1
7,5,1098.08,439.00,39.32,110.51,1.00,-1,-1,-1
7,6,1379.43,418.12,169.51,376.58,1.00,-1,-1,-1
7,7,1474.83,432.42,159.23,339.68,1.00,-1,-1,-1
7,8,931.68,434.91,43.30,115.87,1.00,-1,-1,-1
7,9,1014.45,431.87,40.94,116.61,1.00,-1,-1,-1
7,10,979.73,453.94,32.08,78.76,1.00,-1,-1,-1
7,11,547.47,458.07,39.57,108.32,1.00,-1,-1,-1
7,12,638.89,458.51,65.60,191.46,1.00,-1,-1,-1
7,13,578.50,428.75,20.05,44.00,1.00,-1,-1,-1
7,14,595.41,426.75,17.92,40.88,1.00,-1,-1,-1
7,15,416.74,460.59,31.58,91.14,1.00,-1,-1,-1
8,1,1090.69,485.31,32.12,111.99,1.00,-1,-1,-1
8,2,1256.93,447.47,34.15,100.19,1.00,-1,-1,-1
8,3,1054.85,482.09,35.12,109.59,1.00,-1,-1,-1
8,4,585.98,450.60,87.25,259.57,1.00,-1,-1,-1
8,5,1098.14,439.50,39.09,109.95,1.00,-1,-1,-1
8,6,1388.28,418.01,166.55,375.30,1.00,-1,-1,-1
8,7,1487.53,428.52,160.77,344.57,1.00,-1,-1,-1
8,8,931.89,435.46,42.98,114.68,1.00,-1,-1,-1
8,9,1014.47,431.97,40.78,116.12,1.00,-1,-1,-1
8,10,980.18,454.41,32.11,78.86,1.00,-1,-1,-1
8,11,547.40,462.31,36.92,101.04,1.00,-1,-1,-1
8,12,640.11,458.30,65.81,192.38,1.00,-1,-1,-1
8,13,578.29,429.04,19.82,43.48,1.00,-1,-1,-1
8,14,595.27,426.39,18.07,41.16,1.00,-1,-1,-1
8,15,420.14,460.01,30.03,84.70,1.00,-1,-1,-1
9,1,1090.70,485.24,32.32,112.76,1.00,-1,-1,-1
9,2,1256.29,447.04,34.44,100.87,1.00,-1,-1,-1
9,3,1055.38,483.58,34.91,108.80,1.00,-1,-1,-1
9,4,586.13,449.50,88.19,262.80,1.00,-1,-1,-1
9,5,1098.19,439.71,38.96,109.70,1.00,-1,-1,-1
9,6,1395.01,414.97,167.69,384.81,1.00,-1,-1,-1
9,7,1498.68,425.79,161.37,349.48,1.00,-1,-1,-1
9,8,932.37,435.44,43.07,114.69,1.00,-1,-1,-1
9,9,1015.29,432.73,40.11,113.98,1.00,-1,-1,-1
9,10,981.23,456.87,31.24,76.81,1.00,-1,-1,-1
9,11,547.43,462.47,37.08,101.47,1.00,-1,-1,-1
9,12,641.47,458.97,65.46,191.69,1.00,-1,-1,-1
9,13,578.09,429.20,19.49,42.73,1.00,-1,-1,-1
9,14,594.89,426.09,18.27,41.63,1.00,-1,-1,-1
9,15,417.15,460.97,30.87,86.48,1.00,-1,-1,-1
9,17,1376.03,436.94,58.58,128.95,1.00,-1,-1,-1
10,1,1090.71,485.21,32.39,113.06,1.00,-1,-1,-1
10,2,1256.53,446.90,34.57,101.09,1.00,-1,-1,-1
10,3,1055.59,484.25,34.79,108.28,1.00,-1,-1,-1
10,4,586.51,450.01,87.41,260.71,1.00,-1,-1,-1
10,5,1098.24,439.60,38.86,109.49,1.00,-1,-1,-1
10,6,1406.34,413.41,165.33,386.33,1.00,-1,-1,-1
10,7,1510.35,427.34,159.46,349.12,1.00,-1,-1,-1
10,8,932.62,435.47,42.96,114.14,1.00,-1,-1,-1
10,9,1015.79,434.69,39.47,112.30,1.00,-1,-1,-1
10,10,981.52,457.37,31.02,76.40,1.00,-1,-1,-1
10,11,547.46,462.62,37.24,101.90,1.00,-1,-1,-1
10,12,641.82,457.85,65.58,192.19,1.00,-1,-1,-1
10,13,577.44,429.35,19.55,42.79,1.00,-1,-1,-1
10,14,594.80,425.89,18.25,41.51,1.00,-1,-1,-1
10,15,416.50,460.18,33.85,94.21,1.00,-1,-1,-1
10,17,1378.92,438.72,57.11,125.36,1.00,-1,-1,-1
11,1,1090.33,485.41,32.22,112.76,1.00,-1,-1,-1
11,2,1256.65,447.00,34.56,100.88,1.00,-1,-1,-1
11,3,1055.56,484.50,34.96,108.57,1.00,-1,-1,-1
11,4,586.60,449.05,88.18,263.17,1.00,-1,-1,-1
11,5,1098.30,439.64,38.75,109.24,1.00,-1,-1,-1
11,6,1415.23,411.07,164.22,390.92,1.00,-1,-1,-1
11,7,1517.65,427.56,156.04,345.88,1.00,-1,-1,-1
11,8,932.13,435.14,43.11,114.62,1.00,-1,-1,-1
11,9,1015.93,434.94,39.33,112.11,1.00,-1,-1,-1
11,10,981.98,456.87,31.14,76.61,1.00,-1,-1,-1
11,11,547.49,462.78,37.39,102.33,1.00,-1,-1,-1
11,12,641.83,457.83,65.80,192.98,1.00,-1,-1,-1
11,13,577.29,428.92,20.36,44.77,1.00,-1,-1,-1
11,14,594.82,425.74,18.12,41.16,1.00,-1,-1,-1
11,15,415.04,460.88,35.50,98.33,1.00,-1,-1,-1
11,17,1382.41,435.22,58.99,128.54,1.00,-1,-1,-1
12,1,1090.65,485.07,32.18,112.49,1.00,-1,-1,-1
12,2,1256.75,447.11,34.45,100.65,1.00,-1,-1,-1
12,3,1055.62,484.60,34.90,108.15,1.00,-1,-1,-1
12,4,586.51,448.38,88.71,264.72,1.00,-1,-1,-1
12,5,1098.30,439.54,38.77,109.37,1.00,-1,-1,-1
12,6,1426.46,409.95,162.77,394.59,1.00,-1,-1,-1
12,7,1528.58,425.89,156.98,350.59,1.00,-1,-1,-1
12,8,931.85,434.82,43.39,115.18,1.00,-1,-1,-1
12,9,1016.04,435.63,39.15,111.81,1.00,-1,-1,-1
12,10,982.23,455.74,31.92,78.59,1.00,-1,-1,-1
12,11,544.23,464.49,37.20,101.76,1.00,-1,-1,-1
12,12,641.40,459.70,65.73,192.90,1.00,-1,-1,-1
12,13,577.88,429.10,19.86,43.88,1.00,-1,-1,-1
12,14,594.96,425.67,18.30,41.56,1.00,-1,-1,-1
12,15,418.23,457.81,33.78,92.52,1.00,-1,-1,-1
12,17,1385.25,434.02,59.15,127.67,1.00,-1,-1,-1
13,1,1090.83,485.67,32.06,111.91,1.00,-1,-1,-1
13,2,1256.78,447.23,34.43,100.43,1.00,-1,-1,-1
13,3,1054.96,482.83,35.26,109.19,1.00,-1,-1,-1
13,4,586.69,449.01,88.46,264.01,1.00,-1,-1,-1
13,5,1098.27,439.71,38.82,109.49,1.00,-1,-1,-1
13,6,1438.36,408.57,161.58,396.48,1.00,-1,-1,-1
13,7,1539.39,424.64,160.48,358.87,1.00,-1,-1,-1
13,8,932.19,434.65,43.55,115.51,1.00,-1,-1,-1
13,9,1016.13,433.59,39.96,113.83,1.00,-1,-1,-1
13,10,983.44,456.17,31.85,78.10,1.00,-1,-1,-1
13,11,543.88,464.83,37.31,102.08,1.00,-1,-1,-1
13,12,642.15,459.44,65.75,192.85,1.00,-1,-1,-1
13,13,577.86,429.34,19.67,43.70,1.00,-1,-1,-1
13,14,595.02,425.66,18.36,41.70,1.00,-1,-1,-1
13,15,418.19,458.42,32.82,88.80,1.00,-1,-1,-1
13,17,1389.22,434.38,59.10,126.91,1.00,-1,-1,-1
14,1,1090.66,484.82,32.48,113.37,1.00,-1,-1,-1
14,2,1256.78,447.32,34.44,100.25,1.00,-1,-1,-1
14,3,1054.77,482.58,35.28,109.24,1.00,-1,-1,-1
14,4,587.09,448.34,88.65,264.58,1.00,-1,-1,-1
14,5,1098.75,439.56,38.84,109.50,1.00,-1,-1,-1
14,6,1449.24,414.39,159.19,392.15,1.00,-1,-1,-1
14,7,1547.28,426.53,163.07,364.86,1.00,-1,-1,-1
14,8,932.30,434.76,43.66,115.76,1.00,-1,-1,-1
14,9,1015.98,435.98,39.67,113.07,1.00,-1,-1,-1
14,10,985.28,455.48,31.89,77.69,1.00,-1,-1,-1
14,11,543.54,465.16,37.43,102.39,1.00,-1,-1,-1
14,12,641.54,461.91,65.60,192.44,1.00,-1,-1,-1
14,13,577.07,428.50,20.70,45.97,1.00,-1,-1,-1
14,14,595.46,426.11,18.02,40.86,1.00,-1,-1,-1
14,15,417.26,458.50,33.32,89.66,1.00,-1,-1,-1
14,17,1393.40,434.18,59.31,126.87,1.00,-1,-1,-1
15,1,1090.58,484.42,32.69,114.08,1.00,-1,-1,-1
15,2,1256.76,447.29,34.49,100.30,1.00,-1,-1,-1
15,3,1054.56,481.79,35.58,110.17,1.00,-1,-1,-1
15,4,587.31,447.72,88.57,264.57,1.00,-1,-1,-1
15,5,1098.49,439.84,38.78,109.29,1.00,-1,-1,-1
15,6,1457.80,411.68,160.20,393.19,1.00,-1,-1,-1
15,7,1554.12,422.69,167.07,371.99,1.00,-1,-1,-1
15,8,932.31,434.71,43.77,116.05,1.00,-1,-1,-1
15,9,1015.81,436.82,39.76,113.40,1.00,-1,-1,-1
15,10,987.26,455.56,32.12,77.83,1.00,-1,-1,-1
15,11,543.19,465.50,37.54,102.71,1.00,-1,-1,-1
15,12,642.31,462.11,65.40,191.81,1.00,-1,-1,-1
15,13,577.45,428.42,20.22,44.95,1.00,-1,-1,-1
15,14,595.37,426.45,17.91,40.70,1.00,-1,-1,-1
15,15,419.32,458.50,32.52,86.21,1.00,-1,-1,-1
15,17,1398.25,433.14,60.35,129.84,1.00,-1,-1,-1
16,1,1090.32,485.05,32.25,112.79,1.00,-1,-1,-1
16,2,1256.30,447.51,34.44,99.88,1.00,-1,-1,-1
16,3,1054.38,481.06,35.89,111.40,1.00,-1,-1,-1
16,4,588.25,448.41,87.76,262.70,1.00,-1,-1,-1
16,5,1098.35,439.28,38.82,109.59,1.00,-1,-1,-1
16,6,1468.16,414.81,162.82,393.37,1.00,-1,-1,-1
16,7,1561.91,428.54,165.14,365.68,1.00,-1,-1,-1
16,8,931.87,436.26,42.80,113.48,1.00,-1,-1,-1
16,9,1016.08,436.84,40.10,114.55,1.00,-1,-1,-1
16,10,986.76,455.16,33.67,81.12,1.00,-1,-1,-1
16,11,542.84,465.84,37.66,103.02,1.00,-1,-1,-1
16,12,643.11,461.64,66.20,194.06,1.00,-1,-1,-1
16,13,577.54,428.85,19.67,43.62,1.00,-1,-1,-1
16,14,595.09,426.55,17.89,40.70,1.00,-1,-1,-1
16,15,419.20,456.42,33.06,86.60,1.00,-1,-1,-1
16,17,1401.77,432.85,60.88,131.26,1.00,-1,-1,-1
17,1,1090.21,485.11,32.12,112.64,1.00,-1,-1,-1
17,2,1256.13,447.47,34.42,99.96,1.00,-1,-1,-1
17,3,1054.45,481.23,35.74,110.98,1.00,-1,-1,-1
17,4,588.76,448.23,88.57,264.81,1.00,-1,-1,-1
17,5,1098.31,439.06,38.81,109.71,1.00,-1,-1,-1
